"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"beachmat","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.6.4",NA,NA,"methods, DelayedArray (>= 0.15.14), BiocGenerics, Matrix",NA,"testthat, BiocStyle, knitr, rmarkdown, rcmdcheck,
BiocParallel",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"beeswarm","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.0",NA,NA,"stats, graphics, grDevices, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"BH","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.78.0-0",NA,NA,NA,NA,NA,NA,"BSL-1.0",NA,NA,NA,NA,"no","4.0.2"
"Biobase","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.50.0",NA,"R (>= 2.10), BiocGenerics (>= 0.27.1), utils","methods",NA,"tools, tkWidgets, ALL, RUnit, golubEsets",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"BiocFileCache","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.14.0",NA,"R (>= 3.4.0), dbplyr (>= 1.0.0)","methods, stats, utils, dplyr, RSQLite, DBI, rappdirs, curl,
httr",NA,"testthat, knitr, BiocStyle, rmarkdown, rtracklayer",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"BiocGenerics","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.36.1",NA,"R (>= 4.0.0), methods, utils, graphics, stats, parallel","methods, utils, graphics, stats, parallel",NA,"Biobase, S4Vectors, IRanges, GenomicRanges, DelayedArray,
Biostrings, Rsamtools, AnnotationDbi, affy, affyPLM, DESeq2,
flowClust, MSnbase, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"BiocManager","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.30.19",NA,NA,"utils",NA,"BiocVersion, remotes, rmarkdown, testthat, withr, curl, knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"BiocNeighbors","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8.2",NA,NA,"Rcpp, S4Vectors, BiocParallel, stats, methods, Matrix","Rcpp, RcppHNSW","testthat, BiocStyle, knitr, rmarkdown, FNN, RcppAnnoy,
RcppHNSW",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"BiocParallel","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.24.1",NA,"methods","stats, utils, futile.logger, parallel, snow","BH","BiocGenerics, tools, foreach, BatchJobs, BBmisc, doParallel,
Rmpi, GenomicRanges, RNAseqData.HNRNPC.bam.chr14,
TxDb.Hsapiens.UCSC.hg19.knownGene, VariantAnnotation,
Rsamtools, GenomicAlignments, ShortRead, codetools, RUnit,
BiocStyle, knitr, batchtools, data.table",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"BiocSingular","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.6.0",NA,NA,"BiocGenerics, S4Vectors, Matrix, methods, utils, DelayedArray,
BiocParallel, irlba, rsvd, Rcpp, beachmat","Rcpp, beachmat","testthat, BiocStyle, knitr, rmarkdown, ResidualMatrix",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"BiocStyle","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.18.1",NA,NA,"bookdown, knitr (>= 1.30), rmarkdown (>= 1.2), stats, utils,
yaml, BiocManager",NA,"BiocGenerics, RUnit, htmltools",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"BiocVersion","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.12.0",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"biocViews","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.58.1",NA,"R (>= 3.6.0)","Biobase, graph (>= 1.9.26), methods, RBGL (>= 1.13.5), tools,
utils, XML, RCurl, RUnit, BiocManager",NA,"BiocGenerics, knitr, commonmark",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"biomaRt","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.46.3",NA,"methods","utils, XML, AnnotationDbi, progress, stringr, httr, openssl,
BiocFileCache, rappdirs, xml2",NA,"annotate, BiocStyle, knitr, rmarkdown, testthat, mockery",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"Biostrings","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.58.0",NA,"R (>= 3.5.0), methods, BiocGenerics (>= 0.31.5), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9), XVector (>= 0.29.2)","methods, utils, grDevices, graphics, stats, crayon","S4Vectors, IRanges, XVector","BSgenome (>= 1.13.14), BSgenome.Celegans.UCSC.ce2 (>=
1.3.11), BSgenome.Dmelanogaster.UCSC.dm3 (>= 1.3.11),
BSgenome.Hsapiens.UCSC.hg18, drosophila2probe, hgu95av2probe,
hgu133aprobe, GenomicFeatures (>= 1.3.14), hgu95av2cdf, affy
(>= 1.41.3), affydata (>= 1.11.5), RUnit","Rmpi","Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"bit","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.5",NA,"R (>= 2.9.2)",NA,NA,"testthat (>= 0.11.0), roxygen2, knitr, rmarkdown,
microbenchmark, bit64 (>= 4.0.0), ff (>= 4.0.0)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"bit64","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.5",NA,"R (>= 3.0.1), bit (>= 4.0.0), utils, methods, stats",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"bitops","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-7",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"blme","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-5",NA,"R (>= 3.0-0), lme4 (>= 1.0-6)","methods, stats, utils",NA,"expint (>= 0.1-3), testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"blob","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.3",NA,NA,"methods, rlang, vctrs (>= 0.2.1)",NA,"covr, crayon, pillar (>= 1.2.1), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"bookdown","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.34",NA,"R (>= 3.5.0)","htmltools (>= 0.3.6), knitr (>= 1.38), rmarkdown (>= 2.14),
jquerylib, xfun (>= 0.39), tinytex (>= 0.12), yaml (>= 2.1.19)",NA,"bslib (>= 0.2.4), downlit (>= 0.4.0), htmlwidgets, jsonlite,
rstudioapi, miniUI, rsconnect (>= 0.4.3), servr (>= 0.13),
shiny, tibble, testit (>= 0.9), tufte, xml2, webshot, testthat
(>= 3.1.0), withr (>= 2.3.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"boot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3-28.1","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.0.2"
"brew","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-8",NA,NA,NA,NA,"testthat (>= 3.0.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"brio","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.3",NA,NA,NA,NA,"covr, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"broom","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.1",NA,"R (>= 3.1)","backports, dplyr (>= 1.0.0), ellipsis, generics (>= 0.0.2),
glue, purrr, rlang, stringr, tibble (>= 3.0.0), tidyr (>=
1.0.0), ggplot2",NA,"AER, AUC, bbmle, betareg, biglm, binGroup, boot, btergm (>=
1.10.6), car, carData, caret, cluster, cmprsk, coda, covr, drc,
e1071, emmeans, epiR, ergm (>= 3.10.4), fixest (>= 0.9.0), gam
(>= 1.15), gee, geepack, glmnet, glmnetUtils, gmm, Hmisc,
irlba, interp, joineRML, Kendall, knitr, ks, Lahman, lavaan,
leaps, lfe, lm.beta, lme4, lmodel2, lmtest (>= 0.9.38),
lsmeans, maps, maptools, margins, MASS, mclust, mediation,
metafor, mfx, mgcv, mlogit, modeldata, modeltests, muhaz,
multcomp, network, nnet, orcutt (>= 2.2), ordinal, plm, poLCA,
psych, quantreg, rgeos, rmarkdown, robust, robustbase, rsample,
sandwich, sp, spdep (>= 1.1), spatialreg, speedglm, spelling,
survey, survival, systemfit, testthat (>= 2.1.0), tseries,
vars, zoo",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"bslib","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.1",NA,"R (>= 2.10)","grDevices, htmltools (>= 0.5.2), jsonlite, sass (>= 0.4.0),
jquerylib (>= 0.1.3), rlang, cachem, memoise (>= 2.0.1)",NA,"shiny (>= 1.6.0), rmarkdown (>= 2.7), thematic, knitr,
testthat, withr, rappdirs, curl, magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"ca","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.71.1",NA,"R (>= 3.0.0)",NA,NA,"rgl (>= 0.64-10), vcd",NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"cachem","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.6",NA,NA,"rlang, fastmap",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"Cairo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.6-0",NA,"R (>= 2.4.0)","grDevices, graphics",NA,"png","FastRWeb","GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.5"
"callr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.7.3",NA,"R (>= 3.4)","processx (>= 3.6.1), R6, utils",NA,"asciicast, cli (>= 1.1.0), covr, mockery, ps, rprojroot,
spelling, testthat (>= 3.0.0), withr (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"car","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1-1",NA,"R (>= 3.5.0), carData (>= 3.0-0)","abind, MASS, mgcv, nnet, pbkrtest (>= 0.4-4), quantreg,
grDevices, utils, stats, graphics, lme4 (>= 1.1-27.1), nlme,
scales",NA,"alr4, boot, coxme, effects, knitr, leaps, lmtest, Matrix,
MatrixModels, mvtnorm, rgl (>= 0.93.960), rio, sandwich,
SparseM, survival, survey",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"carData","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.0-5",NA,"R (>= 3.5.0)",NA,NA,"car (>= 3.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"carrier","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.0",NA,"R (>= 3.1.0)","pryr, rlang (>= 0.2.2)",NA,"testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"caTools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.18.2",NA,"R (>= 3.6.0)","bitops",NA,"MASS, rpart",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"cellAlign","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.0",NA,NA,NA,NA,NA,NA,"What license is it under?",NA,NA,NA,NA,"yes","4.0.2"
"cellranger","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.0",NA,"R (>= 3.0.0)","rematch, tibble",NA,"covr, testthat (>= 1.0.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"class","/home/huang_yin/anaconda3/envs/sc/lib/R/library","7.3-20","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"classInt","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4-9",NA,"R (>= 2.2)","grDevices, stats, graphics, e1071, class, KernSmooth",NA,"spData (>= 0.2.6.2), units, knitr, rmarkdown, tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"cli","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.4.1",NA,"R (>= 3.4)","utils",NA,"callr, covr, digest, glue (>= 1.6.0), grDevices, htmltools,
htmlwidgets, knitr, methods, mockery, processx, ps (>=
1.3.4.9000), rlang (>= 1.0.2.9003), rmarkdown, rprojroot,
rstudioapi, testthat, tibble, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"clipr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.8.0",NA,NA,"utils",NA,"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.5"
"cluster","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.4","recommended","R (>= 3.5.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"clusterGeneration","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.7",NA,"R (>= 3.5.0), MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"clusterProfiler","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.18.1",NA,"R (>= 3.4.0)","AnnotationDbi, downloader, DOSE (>= 3.13.1), dplyr, enrichplot
(>= 1.9.3), GO.db, GOSemSim, magrittr, methods, plyr, qvalue,
rlang, rvcheck, stats, tidyr, utils",NA,"AnnotationHub, knitr, org.Hs.eg.db, prettydoc, ReactomePA,
testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"coda","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.19-4",NA,"R (>= 2.14.0)","lattice",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"codetools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.2-18","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"colorspace","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0-3",NA,"R (>= 3.0.0), methods","graphics, grDevices, stats",NA,"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"combinat","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.0-8",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"4.0.2"
"commonmark","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8.1",NA,NA,NA,NA,"curl, testthat, xml2",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"compiler","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,NA,NA,NA,NA,"Part of R 4.0.2",NA,NA,NA,NA,NA,"4.0.2"
"corrplot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.92",NA,NA,NA,NA,"seriation, knitr, RColorBrewer, rmarkdown, magrittr,
prettydoc, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"cowplot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.1",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"cpp11","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.3",NA,NA,NA,NA,"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, Rcpp,
testthat, tibble, utils, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"crayon","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5.2",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"credentials","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.2",NA,NA,"openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"crosstalk","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.0",NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",NA,"shiny, ggplot2, testthat (>= 2.1.0), sass, bslib",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"curl","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.3.3",NA,"R (>= 3.0.0)",NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"data.table","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.14.6",NA,"R (>= 3.1.0)","methods",NA,"bit64 (>= 4.0.0), bit (>= 4.0.4), curl, R.utils, xts,
nanotime, zoo (>= 1.8-1), yaml, knitr, rmarkdown",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"datasets","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,NA,NA,NA,NA,"Part of R 4.0.2",NA,NA,NA,NA,NA,"4.0.2"
"DBI","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.3",NA,"methods, R (>= 3.0.0)",NA,NA,"blob, covr, DBItest, dbplyr, downlit, dplyr, glue, hms,
knitr, magrittr, RMariaDB, rmarkdown, rprojroot, RSQLite (>=
1.1-2), testthat, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"dbplyr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.2.1",NA,"R (>= 3.1)","assertthat (>= 0.2.0), blob (>= 1.2.0), cli (>= 3.3.0), DBI
(>= 1.0.0), dplyr (>= 1.0.9), glue (>= 1.2.0), lifecycle (>=
1.0.0), magrittr, methods, pillar (>= 1.5.0), purrr (>= 0.2.5),
R6 (>= 2.2.2), rlang (>= 1.0.0), tibble (>= 1.4.2), tidyselect
(>= 0.2.4), utils, vctrs (>= 0.4.1), withr",NA,"bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.1.0), testthat (>= 3.0.2), tidyr (>= 1.2.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"DDRTree","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.5",NA,"irlba","Rcpp","Rcpp, RcppEigen, BH",NA,NA,"Artistic License 2.0",NA,NA,NA,NA,"yes","4.0.2"
"DelayedArray","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.16.3",NA,"R (>= 3.4), methods, stats4, Matrix, BiocGenerics (>= 0.31.5),
MatrixGenerics (>= 1.1.3), S4Vectors (>= 0.27.2), IRanges (>=
2.17.3)","stats","S4Vectors","BiocParallel, HDF5Array (>= 1.17.12), genefilter,
SummarizedExperiment, airway, pryr, DelayedMatrixStats, knitr,
BiocStyle, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"DelayedMatrixStats","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.12.3",NA,"MatrixGenerics, DelayedArray (>= 0.15.3)","methods, matrixStats (>= 0.56.0), sparseMatrixStats, Matrix,
S4Vectors (>= 0.17.5), IRanges, HDF5Array (>= 1.17.2),
BiocParallel",NA,"testthat, knitr, rmarkdown, covr, BiocStyle, microbenchmark,
profmem",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"deldir","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-6",NA,"R (>= 3.5.0)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"densityClust","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.2",NA,NA,"Rcpp, FNN, Rtsne, ggplot2, ggrepel, grDevices, gridExtra,
RColorBrewer","Rcpp","testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"DEoptimR","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-11",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"desc","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.2",NA,"R (>= 3.4)","cli, R6, rprojroot, utils",NA,"callr, covr, gh, spelling, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"DESeq2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.30.1",NA,"S4Vectors (>= 0.23.18), IRanges, GenomicRanges,
SummarizedExperiment (>= 1.1.6)","BiocGenerics (>= 0.7.5), Biobase, BiocParallel, genefilter,
methods, stats4, locfit, geneplotter, ggplot2, Rcpp (>= 0.11.0)","Rcpp, RcppArmadillo","testthat, knitr, rmarkdown, vsn, pheatmap, RColorBrewer,
apeglm, ashr, tximport, tximeta, tximportData, readr, pbapply,
airway, pasilla (>= 0.2.10), glmGamPoi, BiocManager",NA,"LGPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
